MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
257850000,2024-12-31T01:25:46,33.74748,-118.27571,0.0,302.4,121,VIKING NEPTUNE,IMO9845910,LAOZ8,69.0,5.0,229.0,32.0,6.7,69.0,A
367780940,2024-12-31T02:02:02,47.58667,-122.66273,0.0,0.0,511,WANDA MAE,IMO0000000,WDJ4768,37.0,,15.0,5.0,,,B
366942880,2024-12-31T00:19:25,29.65637,-91.12347,0.0,119.2,239,NEWPORT,IMO8308616,WRC2930,39.0,5.0,88.0,17.0,0.0,33.0,A
369970473,2024-12-31T00:09:56,41.32332,-88.98425,0.0,360.0,511,LASALLE,,WDE4171,31.0,3.0,20.0,7.0,2.0,28.0,A
338146692,2024-12-31T00:41:47,33.75075,-118.11164,0.0,127.7,511,DREAMER,IMO0000000,,37.0,,12.0,2.0,,,B
367168340,2024-12-31T01:01:01,25.84033,-80.1717,8.1,184.5,511,VENETIAN LADY,IMO0000000,WDD6104,60.0,,34.0,8.0,,,B
368048220,2024-12-31T02:57:37,47.64672,-122.32762,0.0,192.5,109,LIBERTY,,WDK3738,37.0,5.0,33.0,8.0,2.2,37.0,A
368136540,2024-12-31T00:39:28,27.84305,-97.51842,0.0,360.0,279,GENERAL MACARTHUR,,WDL4960,33.0,15.0,120.0,20.0,0.0,33.0,A
367047370,2024-12-31T01:38:15,30.34371,-88.50741,0.1,30.7,511,SIGNET CHALLENGER,IMO8983090,WDC5854,52.0,0.0,30.0,11.0,0.0,52.0,A
565306000,2024-12-31T03:02:17,25.81694,-92.42988,15.6,298.1,301,EAGLE FORD LADY,IMO9711846,9V3143,80.0,0.0,179.0,,7.6,80.0,A
368121000,2024-12-31T00:26:17,33.61841,-117.92766,0.0,360.0,511,PEDAZO FINO,IMO0000000,WDP2032,37.0,,30.0,9.0,,,B
367662660,2024-12-31T01:38:26,21.31685,-157.87951,0.0,45.5,511,KAWAIOLA,IMO7223845,WDH8904,30.0,,20.0,7.0,,,B
367570970,2024-12-31T01:59:43,28.90392,-89.43045,24.5,323.9,511,MISSISSIPPI DELTA,,WDG7800,60.0,0.0,16.0,4.0,0.0,50.0,A
366999514,2024-12-31T03:17:32,38.58764,-90.20835,0.0,139.7,47,CG GASCONADE,,NSAU,90.0,0.0,22.0,6.0,1.4,55.0,A
366998890,2024-12-31T03:18:01,29.95338,-93.8655,0.0,244.5,511,APACHE,,WDH8266,31.0,0.0,16.0,6.0,3.0,31.0,A
366874160,2024-12-31T01:17:00,37.20604,-76.4186,0.0,0.0,511,CAPTAIN BILLY HAVER,IMO8940763,WDB2273,30.0,,25.0,7.0,,,B
368299990,2024-12-31T02:18:57,27.37159,-82.61836,0.0,360.0,511,THEAMATA,IMO0000000,WDN6532,37.0,,21.0,6.0,,,B
477195600,2024-12-31T02:22:21,29.10168,-93.98386,1.3,351.0,302,MOUNT HIKURANGI,IMO9580039,VRMC8,70.0,0.0,175.0,29.0,6.4,70.0,A
338407364,2024-12-31T01:30:49,32.7268,-117.20987,0.0,138.9,260,WINTER ROSE,IMO0000000,WINTER,37.0,,15.0,5.0,,,B
367437970,2024-12-31T03:09:34,45.5068,-122.66833,4.7,149.2,511,PORTLAND SPIRIT,,WCZ7280,60.0,0.0,46.0,10.0,10.0,99.0,A
366888830,2024-12-31T03:36:28,21.3097,-157.87027,0.0,45.2,128,KAHU,IMO7404114,WDJ3338,52.0,5.0,38.0,10.0,4.0,52.0,A
367646390,2024-12-31T00:03:23,29.20598,-89.27999,8.6,147.1,511,ANDREW C,,WDH7256,31.0,0.0,19.0,7.0,2.5,90.0,A
316014621,2024-12-31T00:42:15,49.30841,-123.08584,11.7,246.0,242,BURRARD PACIFIC BREE,IMO9585003,CFK9036,60.0,0.0,34.0,12.0,2.8,60.0,A
368217570,2024-12-31T01:33:16,40.64416,-74.07182,0.0,251.3,245,DOROTHY DAY,,WDM5614,65.0,0.0,96.0,22.0,4.2,69.0,A
367377760,2024-12-31T02:34:46,26.51706,-80.05409,0.0,265.4,511,YOREL,,WDE6241,37.0,0.0,24.0,8.0,2.0,37.0,A
538010700,2024-12-31T03:05:14,37.19826,-76.10771,0.1,280.1,181,PRISMA,IMO9461805,V7A7283,70.0,1.0,190.0,32.0,7.6,70.0,A
366896390,2024-12-31T01:02:28,36.83672,-76.2685,0.0,244.1,511,DREDGE 55,IMO1101368,WDB4250,33.0,3.0,49.0,20.0,3.0,33.0,A
247293300,2024-12-31T02:50:07,28.35809,-78.89361,14.9,205.6,208,GRANDE GUINEA,IMO9437919,IBPL,70.0,0.0,211.0,32.0,8.7,79.0,A
367526590,2024-12-31T01:12:59,30.05938,-93.35855,4.1,90.5,73,FREEDOM,,WDG3490,31.0,12.0,204.0,22.0,3.1,56.0,A
352606000,2024-12-31T01:38:04,29.94122,-89.99837,0.0,117.0,309,IKAN PELATA,IMO9764104,3EYS2,70.0,5.0,200.0,32.0,11.6,70.0,A
367386570,2024-12-31T02:18:51,29.38241,-94.77165,0.0,358.7,511,HERBERT J PLAISANCE,,WDE6917,52.0,0.0,20.0,9.0,2.9,52.0,A
368004350,2024-12-31T00:39:57,30.94862,-91.659,7.9,165.1,511,ROGER L KNIGHT,,WDJ7200,31.0,12.0,39.0,19.0,2.9,57.0,A
636021529,2024-12-31T00:03:27,26.50975,-78.78257,7.8,242.0,240,MSC ALDEBARAN III,IMO9301990,D5YM3,71.0,0.0,206.0,32.0,9.0,71.0,A
366906130,2024-12-31T00:54:11,29.31211,-94.80245,0.0,0.0,511,BRIAN T,IMO8983258,WDL4824,90.0,0.0,36.0,10.0,0.0,90.0,A
367330510,2024-12-31T03:28:54,33.76365,-118.25704,0.0,360.0,207,PATRICIA ANN,IMO9507879,WDE2845,52.0,0.0,23.0,10.0,4.0,52.0,A
366744020,2024-12-31T01:31:20,29.97269,-90.27765,0.0,358.6,511,MARY ALICE,IMO7402738,WCX9570,31.0,11.0,30.0,8.0,4.9,31.0,A
367105910,2024-12-31T02:12:31,38.43051,-82.60235,0.0,360.0,511,CATLETTSBURG,,WDC9722,31.0,12.0,126.0,17.0,2.7,52.0,A
368254480,2024-12-31T02:19:32,37.25665,-76.88204,0.0,18.6,330,GYPSY,IMO0000000,WDM9626,37.0,,10.0,3.0,,,B
316013966,2024-12-31T01:09:31,43.35178,-82.18964,13.1,28.0,26,OAKGLEN,IMO7901148,CYDD,70.0,0.0,223.0,23.0,7.1,70.0,A
367493020,2024-12-31T01:06:01,40.69955,-74.15171,0.0,283.8,195,CRIMSON VICTORY,IMO9629029,WDL8791,32.0,11.0,35.0,10.0,0.0,31.0,A
367614030,2024-12-31T00:04:42,43.34654,-124.32052,0.0,284.9,511,NORTH BEND,IMO0000032,WDH4086,31.0,0.0,20.0,6.0,3.0,90.0,A
366948310,2024-12-31T03:15:32,39.5716,-76.10155,0.0,250.3,221,FORT PIKE,,WAA9418,31.0,0.0,19.0,7.0,2.5,52.0,A
249666000,2024-12-31T02:07:48,19.04284,-67.70541,16.9,285.6,289,CELEBRITY ECLIPSE,IMO9404314,9HXC9,60.0,0.0,317.0,36.0,8.9,69.0,A
367544060,2024-12-31T00:53:08,29.969,-90.39809,0.0,255.4,354,ANN ELISE,,WDG5175,31.0,12.0,215.0,34.0,2.6,57.0,A
636023034,2024-12-31T01:37:42,48.33805,-122.97344,12.7,237.6,235,METRO IONIAN,IMO9973652,5LLP9,80.0,0.0,250.0,42.0,12.2,80.0,A
338510272,2024-12-31T01:56:59,24.56466,-81.73834,0.0,22.8,511,NANCY K,IMO0000000,NANCY K,37.0,,3.0,2.0,,,B
338389772,2024-12-31T02:57:18,47.54371,-122.63885,0.0,238.5,511,PAZ,IMO0000000,,36.0,,11.0,4.0,,,B
368037610,2024-12-31T01:04:56,18.22985,-65.61991,0.0,3.3,34,BREEZY POINT,,WDK2653,60.0,5.0,24.0,9.0,2.1,60.0,A
367161150,2024-12-31T03:17:20,30.52927,-88.10222,0.0,303.5,119,SAN BLAS,IMO1195049,WDD5626,31.0,0.0,87.0,11.0,3.0,57.0,A
366988450,2024-12-31T00:11:52,29.93867,-90.0063,0.1,249.2,511,WENDY C,,WDI9985,31.0,5.0,19.0,7.0,2.6,31.0,A
367559860,2024-12-31T00:38:38,41.7836,-87.52025,5.4,159.1,511,JEZEBEL,,WDG6709,30.0,0.0,14.0,6.0,2.0,52.0,A
368139720,2024-12-31T03:34:52,30.371,-88.56435,0.0,42.2,226,SIGNET VOLUNTEER,IMO1001301448,WDL5289,52.0,12.0,99.0,10.0,3.1,52.0,A
316043882,2024-12-31T02:39:04,43.13206,-79.19299,0.0,108.8,183,ALGOMA INTREPID,IMO9773387,VABC,70.0,0.0,198.0,24.0,6.5,70.0,A
367383660,2024-12-31T00:19:49,30.28315,-91.20684,0.0,233.0,284,KEVIN MICHAEL,IMO8424159,WDE6709,31.0,0.0,51.0,13.0,2.8,57.0,A
369493027,2024-12-31T03:30:29,46.28121,-124.04642,0.0,8.0,511,CG47229,,,51.0,0.0,14.0,4.0,1.0,51.0,A
248556000,2024-12-31T00:56:32,35.62805,-74.4862,14.9,1.2,349,POLAR BRASIL,IMO9797216,9HA4703,74.0,0.0,230.0,37.0,10.8,74.0,A
316001247,2024-12-31T00:05:58,49.38018,-123.32658,9.6,63.5,64,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,22.0,4.0,60.0,A
366776910,2024-12-31T01:53:42,27.92888,-82.42717,0.0,0.0,511,P T,IMO8036251,WCZ6536,30.0,15.0,20.0,6.0,0.0,0.0,A
367416070,2024-12-31T01:30:50,29.25185,-90.21025,0.0,0.0,334,HARVEY SEAS,IMO9536222,WDG5514,90.0,1.0,64.0,17.0,0.0,0.0,A
367596190,2024-12-31T00:11:28,29.15027,-89.25365,0.2,267.8,511,MISS SYDNEY,,WDH2300,31.0,0.0,21.0,8.0,2.5,31.0,A
368218980,2024-12-31T00:49:21,44.79507,-87.31479,0.2,321.9,310,DAVID R. SCHANOCK,IMO7939638,WDM5761,31.0,11.0,23.0,8.0,3.0,31.0,A
367509510,2024-12-31T00:05:04,30.04793,-90.57972,0.1,333.1,276,SABINE,,WDF9854,52.0,5.0,27.0,11.0,3.1,57.0,A
338241391,2024-12-31T02:52:16,37.87189,-122.46138,0.2,360.0,511,WATER WITCH,IMO0000000,,36.0,,17.0,4.0,,,B
368283540,2024-12-31T01:17:23,41.72453,-87.53997,0.0,287.6,182,INDIANA,IMO1316834,WDN4713,52.0,0.0,20.0,7.0,3.1,52.0,A
367709320,2024-12-31T02:57:33,48.50441,-122.60241,0.1,220.7,181,KODIAK SPIRIT,IMO0000000,WDM9290,37.0,,15.0,0.0,,,B
338208108,2024-12-31T00:19:45,33.46,-117.69519,0.0,360.0,511,FISHAHOLIC,IMO0000000,,37.0,,12.0,4.0,,,B
367649360,2024-12-31T03:12:41,29.58486,-94.41499,4.5,163.6,167,BELLE AMIE,,WDH7565,52.0,12.0,22.0,10.0,3.1,57.0,A
338253346,2024-12-31T03:22:45,18.28683,-65.63573,0.0,99.9,511,RED QUEEN,IMO0000000,,37.0,,21.0,8.0,,,B
366999934,2024-12-31T01:41:03,46.28161,-124.04686,0.0,175.2,511,CG47241,,,51.0,5.0,15.0,4.0,1.0,51.0,A
367716030,2024-12-31T03:19:41,27.07778,-79.66561,8.7,331.6,318,SOULMATES,IMO0000000,WDI6177,36.0,,12.0,4.0,,,B
636022034,2024-12-31T02:43:32,29.34478,-94.5772,0.1,125.1,225,GAS ANAX,IMO9934486,5LGW3,80.0,1.0,180.0,29.0,7.9,80.0,A
367334660,2024-12-31T00:26:54,48.43213,-122.8099,0.1,360.0,511,HOBO,IMO0000000,WDM2504,37.0,,14.0,5.0,,,B
368250030,2024-12-31T01:30:54,32.08208,-81.0633,0.1,219.7,258,DENNIS MORAN,IMO9967031,WDM9151,52.0,0.0,26.0,11.0,5.1,52.0,A
368037320,2024-12-31T02:26:58,47.33508,-122.58748,0.0,258.7,511,CHAMPION,IMO0000000,WDK2625,30.0,,18.0,6.0,,,B
367673610,2024-12-31T03:33:53,45.37357,-124.05411,3.2,177.4,511,HEIDI SUE,,WDH9989,30.0,7.0,18.0,5.0,2.5,30.0,A
367628670,2024-12-31T00:04:25,29.12104,-90.21087,0.0,248.2,237,PAUL AILLET,IMO9316799,WDH5514,40.0,0.0,55.0,10.0,2.7,40.0,A
368149240,2024-12-31T02:20:22,25.63494,-80.29381,0.0,360.0,511,SUZYQ,IMO0000000,WDL6286,37.0,,12.0,0.0,,,B
367678130,2024-12-31T03:15:48,38.96813,-76.47917,0.0,112.4,511,ORCA,IMO0000000,WDI2436,36.0,,13.0,4.0,,,B
338339505,2024-12-31T00:17:35,47.64484,-122.31099,0.4,360.0,511,SOLACE,IMO0000000,WN165BM,37.0,,11.0,4.0,,,B
538008696,2024-12-31T00:08:09,29.72191,-95.23786,0.0,132.6,53,ASTON,IMO9855862,V7A2666,70.0,5.0,199.0,32.0,9.7,70.0,A
368358860,2024-12-31T03:36:48,47.62099,-122.51923,0.1,360.0,511,MIRAMAR,IMO0000000,WDP4922,37.0,,16.0,5.0,,,B
367500410,2024-12-31T02:44:30,28.64548,-96.94776,0.0,266.5,140,RICHARD J DEVALL,,WDF8965,31.0,12.0,17.0,6.0,2.3,31.0,A
367034960,2024-12-31T00:43:49,33.76745,-118.21699,0.0,336.5,511,PONO,,WCB4095,52.0,0.0,23.0,10.0,4.0,52.0,A
338327000,2024-12-31T02:51:59,18.33052,-64.96769,0.2,223.5,90,DENIS SULLIVAN,IMO1100209,WDA2917,36.0,1.0,45.0,9.0,10.8,36.0,A
367456870,2024-12-31T02:29:22,29.63842,-91.11402,4.3,95.4,511,LIBERTY,IMO8981432,WDF4885,31.0,12.0,114.0,34.0,3.1,57.0,A
378113585,2024-12-31T02:12:16,25.90634,-80.1257,0.0,330.8,511,CAROBELLE,IMO0000000,ZJL256,37.0,,32.0,7.0,,,B
367744120,2024-12-31T02:58:57,29.90681,-90.11993,0.2,202.1,511,TED KAYSER,,WDI8984,52.0,15.0,19.0,9.0,3.0,52.0,A
368340980,2024-12-31T00:27:10,39.37324,-74.42714,0.0,254.1,268,SHERENA B CHERAMIE,,WDP2960,0.0,0.0,18.0,7.0,0.0,0.0,A
366996190,2024-12-31T02:41:16,34.6741,-77.06579,0.0,281.9,85,ISLAND FOX,,WDK5842,52.0,0.0,17.0,7.0,2.5,52.0,A
366516370,2024-12-31T02:38:37,40.66773,-74.01703,0.0,194.5,174,STEPHEN REINAUER,IMO7046170,WCA3763,52.0,0.0,118.0,22.0,4.6,52.0,A
367509840,2024-12-31T02:33:58,30.46798,-91.19312,0.0,242.9,511,EDWARD JONES JR,IMO0000526,WDF9886,52.0,0.0,22.0,10.0,3.0,57.0,A
538008990,2024-12-31T01:48:19,48.28679,-123.09341,14.0,235.9,232,MAGNOLIA EXPRESS,IMO9901427,V7A4167,80.0,0.0,183.0,32.0,11.5,80.0,A
367343430,2024-12-31T01:57:07,29.74618,-95.09709,1.0,360.0,511,MICHAEL P O'NEIL,IMO100553040,WDE3732,31.0,0.0,18.0,7.0,2.2,31.0,A
316001252,2024-12-31T02:01:54,48.84444,-123.32517,0.0,152.5,94,QUEEN OF CUMBERLAND,IMO9009360,VG2029,60.0,0.0,96.0,21.0,3.7,60.0,A
368125790,2024-12-31T03:08:09,48.51295,-122.60806,0.0,360.0,180,STILL WATERS,IMO0000000,WDL3866,37.0,,18.0,6.0,,,B
367110280,2024-12-31T01:06:16,40.66834,-74.13466,0.0,360.0,511,JAY MICHAEL,,WDD2051,52.0,0.0,21.0,8.0,3.7,31.0,A
366996290,2024-12-31T01:24:33,29.73152,-95.02316,0.1,335.3,302,ORION,IMO8851091,WDC2676,52.0,12.0,21.0,9.0,2.8,52.0,A
368388160,2024-12-31T03:08:13,48.51234,-122.60692,0.0,283.3,3,FOUR PEAKS,IMO0000000,WDP8177,37.0,,8.0,4.0,,,B
367535540,2024-12-31T01:09:22,29.65843,-91.12715,3.0,155.2,151,ANGELLE,,WDN4803,31.0,0.0,20.0,7.0,0.0,31.0,A
366792940,2024-12-31T01:43:48,29.74405,-95.16396,2.3,308.2,43,JESS NEWTON,IMO8962448,WDA2941,52.0,5.0,30.0,12.0,4.1,52.0,A
366896060,2024-12-31T02:55:23,29.44605,-93.66921,4.7,179.0,178,SABINE BANK PILOT,,WDB4218,90.0,15.0,21.0,5.0,0.0,50.0,A
367012530,2024-12-31T02:55:17,39.89244,-75.1919,0.0,306.3,511,CAPT HARRY,IMO9266401,WDC3690,52.0,0.0,24.0,11.0,4.0,52.0,A
368305320,2024-12-31T03:16:57,26.88028,-80.07225,0.0,360.0,511,JEMILY II,IMO0000000,WDN7102,37.0,,31.0,7.0,,,B
367610590,2024-12-31T02:56:49,26.38198,-82.36535,0.2,63.6,215,SEA CYPRESS,,WDH3758,31.0,0.0,22.0,10.0,3.0,52.0,A
338398811,2024-12-31T02:42:07,33.60194,-117.88613,0.0,360.0,511,ECORE,IMO0000000,ENCORE,37.0,,11.0,6.0,,,B
367108660,2024-12-31T03:02:55,31.00557,-91.7173,0.0,178.1,185,MISS LYNN,,WDH7803,31.0,12.0,28.0,10.0,2.8,31.0,A
338471259,2024-12-31T02:37:27,47.2816,-122.40251,0.0,349.5,511,COME FROM AWEIGH,IMO0000000,,37.0,,0.0,0.0,,,B
357147000,2024-12-31T00:37:45,49.18599,-122.92158,0.0,145.9,200,SUPREME ACE,IMO9610391,3ETV4,70.0,5.0,200.0,32.0,9.3,70.0,A
538071994,2024-12-31T00:45:39,25.77006,-80.14047,0.0,360.0,511,FANTASEA III,IMO0000000,V7A7264,37.0,,0.0,0.0,,,B
367511590,2024-12-31T02:38:36,43.39911,-82.20902,10.6,19.8,17,DEFIANCE,IMO8109761,WDG2047,70.0,0.0,44.0,13.0,7.7,70.0,A
368144120,2024-12-31T02:45:07,29.28546,-89.36028,0.0,359.8,511,SEA PILOT,IMO7404229,WDL5755,50.0,15.0,16.0,5.0,0.0,50.0,A
368223280,2024-12-31T01:53:02,28.44231,-96.3999,0.0,360.0,511,CONSTELLATION,,WDM6221,30.0,5.0,23.0,8.0,0.0,33.0,A
316030644,2024-12-31T00:20:05,49.53427,-124.82427,0.2,236.7,240,BAYNES SOUND CONNECT,IMO9739252,CFN7319,60.0,3.0,79.0,17.0,0.0,0.0,A
210266000,2024-12-31T00:34:07,37.21364,-76.11294,0.2,25.5,122,KOULITSA 2,IMO9639684,5BVK5,70.0,1.0,221.0,32.0,7.1,70.0,A
367571490,2024-12-31T00:15:48,21.24809,-157.90124,7.5,216.7,511,GUTSY LADY 4,IMO8970469,WDG7854,30.0,0.0,26.0,7.0,4.5,39.0,A
431892000,2024-12-31T00:06:14,48.79633,-123.23165,0.0,213.6,125,SHINCHI MARU,IMO9659000,7KNR,70.0,1.0,240.0,43.0,7.7,70.0,A
368392490,2024-12-31T01:08:36,29.64579,-90.28956,8.1,265.8,511,LAUREN W SETTOON,,WDP8664,31.0,5.0,20.0,7.0,0.0,31.0,A
367531130,2024-12-31T03:15:56,32.39515,-80.67807,0.0,206.8,511,ALEBRIJE,,WDG3930,37.0,,11.0,3.0,,,B
368363150,2024-12-31T00:56:36,35.84118,-75.61991,0.0,269.8,511,SERGEANT,IMO106484600,WDP5405,52.0,0.0,15.0,13.0,2.5,52.0,A
538010420,2024-12-31T02:32:02,29.4309,-93.63513,0.0,1.4,183,DAT VENUS,IMO9948293,V7A6014,80.0,1.0,183.0,32.0,8.2,80.0,A
538005111,2024-12-31T02:26:14,28.81426,-89.4219,10.6,179.2,180,THE BLACKSMITH,IMO9659660,V7BB9,89.0,0.0,183.0,28.0,7.2,89.0,A
368243320,2024-12-31T02:58:55,25.96092,-81.71278,0.0,152.1,307,MARCO MIDNIGHT,IMO0000000,WDM8441,36.0,,33.0,7.0,,,B
338493365,2024-12-31T03:32:18,29.61882,-95.00002,0.0,168.7,283,KNOT AGAIN,IMO0000000,,37.0,,8.0,3.0,,,B
368219260,2024-12-31T03:33:04,38.94864,-74.90524,0.0,360.0,511,CAROL ANN,,WDM5790,30.0,7.0,23.0,7.0,0.0,30.0,A
367676070,2024-12-31T00:41:16,33.75188,-118.10997,0.0,348.8,511,TUAMOTU,IMO0000000,WDI2235,36.0,,12.0,4.0,,,B
367300590,2024-12-31T02:52:53,32.84926,-79.93531,0.1,313.0,235,ELIZABETH TURECAMO,IMO9205055,WDD8624,52.0,0.0,34.0,12.0,6.0,52.0,A
367671160,2024-12-31T01:43:16,30.17154,-93.31939,0.0,287.3,5,MOLLY PATRICIA,,WDH9743,31.0,12.0,304.0,18.0,3.3,57.0,A
338145102,2024-12-31T01:47:07,47.52139,-122.26167,0.0,200.0,511,SEAFARI,IMO0000000,,37.0,,12.0,5.0,,,B
368133590,2024-12-31T00:15:58,27.82464,-97.44668,0.0,304.6,511,MISS CATHERINE,IMO1301428,WDL4660,31.0,0.0,22.0,10.0,2.9,31.0,A
367725350,2024-12-31T00:14:09,29.98751,-90.80707,8.7,40.8,44,UNCLE ROBERT,,WDI7102,52.0,12.0,26.0,10.0,2.9,57.0,A
366981940,2024-12-31T01:33:05,29.12887,-88.76837,0.8,33.8,511,WEBB CROSBY,IMO7390973,WDL9659,31.0,0.0,37.0,10.0,5.0,95.0,A
367493740,2024-12-31T00:41:06,29.70629,-95.04789,0.0,250.6,109,ENDURANCE,IMO9632739,WDF8331,31.0,5.0,119.0,34.0,2.9,57.0,A
367183000,2024-12-31T03:12:13,48.75899,-122.50467,0.0,360.0,511,JAMAL,IMO7202669,WAX5468,37.0,,22.0,6.0,,,B
367705090,2024-12-31T03:31:09,28.62288,-96.12146,0.0,209.3,210,CALLIE M ETHEREDGE,,WDI5093,31.0,12.0,135.0,18.0,2.8,57.0,A
367468610,2024-12-31T02:46:05,29.83362,-92.2999,4.6,318.7,511,CAROLINE FRANCES,,WDF5912,31.0,0.0,21.0,9.0,2.9,31.0,A
368127980,2024-12-31T00:31:53,26.08219,-80.11625,0.0,331.1,511,EILEEN MCALLISTER,IMO9903592,WDL4089,52.0,0.0,28.0,10.0,5.3,52.0,A
368074120,2024-12-31T01:06:36,29.31235,-94.78615,0.0,360.0,511,GORDON K,,WDK6396,89.0,0.0,20.0,8.0,1.5,89.0,A
367057660,2024-12-31T02:17:11,41.66268,-87.5747,5.0,114.5,511,JOE DERBAS,,WDC6539,52.0,8.0,30.0,10.0,3.1,52.0,A
338506431,2024-12-31T01:05:44,33.8458,-118.39676,0.1,360.0,511,RAPUNZEL,IMO0000000,,36.0,,10.0,4.0,,,B
367508680,2024-12-31T02:18:39,29.10742,-92.09649,10.2,288.5,511,CROSBY INTEGRITY,IMO9264427,WDH3351,31.0,0.0,29.0,8.0,3.3,33.0,A
367014390,2024-12-31T02:23:25,29.14109,-89.24747,0.0,212.5,157,OSCAR WALTERS,,WDC3799,52.0,0.0,20.0,8.0,2.2,52.0,A
367588270,2024-12-31T00:57:44,31.16647,-81.41532,0.0,158.3,511,TYGA,IMO0000000,WDG9486,36.0,,12.0,5.0,,,B
357441000,2024-12-31T03:01:39,41.27992,-126.50098,6.2,3.0,0,ARGENT HIBISCUS,IMO9414266,3FQO3,82.0,0.0,174.0,28.0,8.5,82.0,A
368260770,2024-12-31T03:30:25,45.74973,-122.77105,0.0,360.0,511,H.O.T. WATER,IMO0000000,WDN2299,37.0,,13.0,4.0,,,B
563155200,2024-12-31T03:00:08,37.7497,-122.35009,0.1,217.4,295,YM TROPHY,IMO9789996,9V6598,72.0,1.0,333.0,48.0,11.2,72.0,A
366943170,2024-12-31T00:41:05,40.80775,-124.16392,0.0,328.8,511,F/V MARIA ISABEL,IMO0000000,WDB7502,30.0,,15.0,4.0,,,B
367719670,2024-12-31T01:39:32,33.60963,-117.89686,0.0,180.6,511,RAYMONDO II,IMO0000000,WDI6533,37.0,,16.0,5.0,,,B
367067370,2024-12-31T03:16:24,29.13212,-90.21847,0.0,136.2,254,CHRISTIAN CHOUEST,IMO9347334,WDC7173,70.0,0.0,91.0,19.0,5.1,70.0,A
367590790,2024-12-31T03:16:01,35.18381,-90.05798,0.0,288.7,349,THERESA ECHOLS,IMO1249509,WDG9747,31.0,12.0,32.0,11.0,2.8,31.0,A
367006570,2024-12-31T02:44:33,40.65322,-74.04109,0.1,142.6,278,JEFFREY S,IMO8117952,WDM6453,52.0,1.0,35.0,12.0,5.2,57.0,A
367183020,2024-12-31T01:05:31,29.86104,-93.9384,0.0,273.9,267,BUCCANEER,IMO9397406,WDD7185,31.0,5.0,26.0,10.0,4.5,52.0,A
367168450,2024-12-31T03:40:45,27.83813,-97.05241,0.0,227.3,134,ARANSAS PILOT II,IMO0000358,WDD6111,90.0,8.0,17.0,6.0,0.0,50.0,A
367015310,2024-12-31T03:28:18,30.65613,-88.04588,0.0,292.7,511,MISS MARION,,WDI5380,31.0,15.0,16.0,7.0,0.0,0.0,A
338387252,2024-12-31T01:26:21,33.98251,-118.45043,0.1,359.4,511,QUACKERS,,,99.0,15.0,0.0,0.0,0.0,99.0,A
369991000,2024-12-31T02:58:04,41.5303,-71.31855,0.0,117.6,74,HENRY B BIGELOW,IMO9349057,WTDF,90.0,5.0,64.0,15.0,0.0,90.0,A
338473616,2024-12-31T00:00:27,47.65609,-122.20837,0.0,178.6,172,SOMEWHERE IN THE SUN,IMO0000000,,37.0,,19.0,5.0,,,B
368080240,2024-12-31T03:26:00,41.57101,-71.35714,0.6,123.8,511,AMELIA JOYCE,IMO0000000,WDK7002,30.0,,30.0,8.0,,,B
368166060,2024-12-31T02:00:02,31.1581,-81.49974,0.0,360.0,511,AQUAFABA,IMO0000000,WDL8065,36.0,,14.0,7.0,,,B
368125170,2024-12-31T02:10:40,47.62965,-122.38879,0.0,360.0,511,GANDER,IMO0000000,WDL3805,37.0,,11.0,4.0,,,B
367796050,2024-12-31T02:03:37,40.73097,-73.96523,7.5,6.4,5,SEA LION,,WDJ6266,31.0,0.0,20.0,9.0,3.0,31.0,A
368257770,2024-12-31T01:34:34,30.56732,-88.08945,0.0,62.0,511,MOONTAN,IMO0000000,WDM9988,37.0,,0.0,0.0,,,B
369020000,2024-12-31T02:15:59,27.96199,-89.52811,13.4,97.1,98,TINA PYNE,IMO9758959,WDI5698,52.0,12.0,205.0,24.0,8.1,57.0,A
477214400,2024-12-31T01:51:52,36.77211,-75.62492,0.0,219.7,167,GERHARD SCHULTE,IMO9328481,VRBY5,71.0,1.0,231.0,32.0,12.5,71.0,A
538005320,2024-12-31T00:52:38,29.85406,-93.9441,5.5,222.1,221,ST. MARY,IMO9439797,V7CT5,80.0,0.0,183.0,32.0,8.6,80.0,A
636023629,2024-12-31T00:26:22,25.59529,-90.73014,1.6,348.1,316,RIVIERA,IMO9384019,5LOQ6,80.0,0.0,183.0,32.0,7.7,80.0,A
538006547,2024-12-31T00:14:09,25.31887,-115.35491,11.8,273.0,276,TRF MARQUETTE,IMO9732785,V7OG2,80.0,0.0,184.0,,9.9,80.0,A
367598980,2024-12-31T01:57:47,30.20147,-91.11316,0.1,272.3,237,CAPT PHILLIP BOX,,WDH2571,31.0,12.0,227.0,18.0,3.1,57.0,A
338227311,2024-12-31T00:23:20,47.05397,-122.89743,0.0,0.0,319,CASCADIA - OLYMPIA,IMO0000000,,36.0,,9.0,3.0,,,B
366822520,2024-12-31T00:10:59,29.28845,-94.66491,14.0,11.9,511,PACK MULE,IMO557345000,WDK4019,40.0,0.0,38.0,7.0,0.0,40.0,A
636022973,2024-12-31T01:06:04,25.56179,-79.61535,0.5,132.6,179,SEABOARD GLOBE,IMO9970947,5LLH7,70.0,0.0,172.0,27.0,7.2,71.0,A
